anomaly_id,detected_at,anomaly_type,severity,zone_id,metric_name,expected_value,actual_value,z_score,description,alert_sent
1068,2026-02-19 05:08:20.520332,fare_spike,medium,142,avg_fare,14.98700033191716,28.247500000000002,3.146074340533708,Zone 142: avg fare $28.25 (z-score: 3.1) on 2024-03-24 at 6:00,f
1069,2026-02-19 05:08:20.520332,fare_spike,critical,229,avg_fare,14.631319489581486,33.90428571428571,5.031763621489844,Zone 229: avg fare $33.90 (z-score: 5.0) on 2024-01-23 at 4:00,f
1070,2026-02-19 05:08:20.520332,fare_spike,critical,107,avg_fare,14.66295018423565,28.224545454545453,4.698068979038397,Zone 107: avg fare $28.22 (z-score: 4.7) on 2024-01-07 at 5:00,f
1071,2026-02-19 05:08:20.520332,fare_spike,medium,244,avg_fare,25.218575060608703,44.616666666666674,3.035216752695235,Zone 244: avg fare $44.62 (z-score: 3.0) on 2024-01-12 at 12:00,f
1072,2026-02-19 05:08:20.520332,fare_spike,medium,142,avg_fare,14.98700033191716,29.35777777777778,3.4094894843792236,Zone 142: avg fare $29.36 (z-score: 3.4) on 2024-03-23 at 5:00,f
1073,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,43.437,4.9693712790470475,Zone 162: avg fare $43.44 (z-score: 5.0) on 2024-03-16 at 5:00,f
1074,2026-02-19 05:08:20.520332,fare_spike,critical,170,avg_fare,16.145520046651317,46.2,6.424570773550572,Zone 170: avg fare $46.20 (z-score: 6.4) on 2024-02-06 at 3:00,f
1075,2026-02-19 05:08:20.520332,fare_spike,medium,88,avg_fare,24.022044175388174,39.75,3.2900083180672395,Zone 88: avg fare $39.75 (z-score: 3.3) on 2024-03-13 at 0:00,f
1076,2026-02-19 05:08:20.520332,fare_spike,critical,211,avg_fare,16.46329130235932,38.07,6.865582513582679,Zone 211: avg fare $38.07 (z-score: 6.9) on 2024-03-27 at 0:00,f
1077,2026-02-19 05:08:20.520332,fare_spike,medium,262,avg_fare,15.239897195694354,29.296363636363637,3.4556966339936293,Zone 262: avg fare $29.30 (z-score: 3.5) on 2024-03-17 at 5:00,f
1078,2026-02-19 05:08:20.520332,fare_spike,medium,229,avg_fare,14.631319489581486,28.022222222222226,3.4960813215478286,Zone 229: avg fare $28.02 (z-score: 3.5) on 2024-03-21 at 4:00,f
1079,2026-02-19 05:08:20.520332,fare_spike,critical,233,avg_fare,17.129718306689924,41.92,4.535290175554818,Zone 233: avg fare $41.92 (z-score: 4.5) on 2024-01-20 at 5:00,f
1080,2026-02-19 05:08:20.520332,fare_spike,high,229,avg_fare,14.631319489581486,28.775555555555556,3.692760712635202,Zone 229: avg fare $28.78 (z-score: 3.7) on 2024-01-12 at 5:00,f
1081,2026-02-19 05:08:20.520332,fare_spike,critical,24,avg_fare,15.84258134674853,40.529999999999994,6.60404338913981,Zone 24: avg fare $40.53 (z-score: 6.6) on 2024-03-24 at 7:00,f
1082,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,39.56666666666667,4.257054247287062,Zone 162: avg fare $39.57 (z-score: 4.3) on 2024-01-23 at 4:00,f
1083,2026-02-19 05:08:20.520332,fare_spike,medium,125,avg_fare,16.360589011514172,28.07857142857143,3.2564216628152627,Zone 125: avg fare $28.08 (z-score: 3.3) on 2024-01-21 at 13:00,f
1084,2026-02-19 05:08:20.520332,fare_spike,critical,186,avg_fare,16.48856466337831,40.15714285714286,7.135424532287823,Zone 186: avg fare $40.16 (z-score: 7.1) on 2024-02-12 at 4:00,f
1085,2026-02-19 05:08:20.520332,fare_spike,critical,90,avg_fare,15.21112789589782,35.132,5.191351104105106,Zone 90: avg fare $35.13 (z-score: 5.2) on 2024-01-14 at 5:00,f
1086,2026-02-19 05:08:20.520332,fare_spike,critical,170,avg_fare,16.145520046651317,35.37899999999999,4.111428757834381,Zone 170: avg fare $35.38 (z-score: 4.1) on 2024-03-18 at 4:00,f
1087,2026-02-19 05:08:20.520332,fare_spike,critical,237,avg_fare,13.464801409319813,30.241666666666664,4.587834903997718,Zone 237: avg fare $30.24 (z-score: 4.6) on 2024-02-23 at 5:00,f
1088,2026-02-19 05:08:20.520332,fare_spike,medium,132,avg_fare,61.41968063326861,44.935294117647054,3.212371432800793,Zone 132: avg fare $44.94 (z-score: 3.2) on 2024-01-28 at 2:00,f
1089,2026-02-19 05:08:20.520332,fare_spike,critical,170,avg_fare,16.145520046651317,48.178333333333335,6.847467544128631,Zone 170: avg fare $48.18 (z-score: 6.8) on 2024-01-23 at 4:00,f
1090,2026-02-19 05:08:20.520332,fare_spike,critical,137,avg_fare,14.35485738311682,32.4,6.627485510919108,Zone 137: avg fare $32.40 (z-score: 6.6) on 2024-01-10 at 4:00,f
1091,2026-02-19 05:08:20.520332,fare_spike,high,231,avg_fare,18.504092463100008,32.45222222222222,3.816441472245865,Zone 231: avg fare $32.45 (z-score: 3.8) on 2024-01-20 at 7:00,f
1092,2026-02-19 05:08:20.520332,fare_spike,medium,13,avg_fare,22.853308914862943,36.556,3.123282447467504,Zone 13: avg fare $36.56 (z-score: 3.1) on 2024-01-22 at 6:00,f
1093,2026-02-19 05:08:20.520332,fare_spike,medium,239,avg_fare,15.078897664068265,28.67142857142857,3.024540129565949,Zone 239: avg fare $28.67 (z-score: 3.0) on 2024-02-03 at 5:00,f
1094,2026-02-19 05:08:20.520332,fare_spike,critical,211,avg_fare,16.46329130235932,32.68666666666667,5.155015683838922,Zone 211: avg fare $32.69 (z-score: 5.2) on 2024-03-13 at 6:00,f
1095,2026-02-19 05:08:20.520332,fare_spike,critical,238,avg_fare,14.95278646220375,31.519999999999992,4.308358991480126,Zone 238: avg fare $31.52 (z-score: 4.3) on 2024-02-18 at 3:00,f
1096,2026-02-19 05:08:20.520332,fare_spike,critical,161,avg_fare,18.41487579279896,50.575,4.085311779819977,Zone 161: avg fare $50.58 (z-score: 4.1) on 2024-02-01 at 4:00,f
1097,2026-02-19 05:08:20.520332,fare_spike,high,238,avg_fare,14.95278646220375,29.865,3.8779707361086038,Zone 238: avg fare $29.86 (z-score: 3.9) on 2024-02-22 at 4:00,f
1098,2026-02-19 05:08:20.520332,fare_spike,critical,264,avg_fare,20.458451556017835,49.371428571428574,4.497056985574168,Zone 264: avg fare $49.37 (z-score: 4.5) on 2024-01-23 at 6:00,f
1099,2026-02-19 05:08:20.520332,fare_spike,medium,263,avg_fare,14.053932480473913,24.008974358974363,3.04064330863491,Zone 263: avg fare $24.01 (z-score: 3.0) on 2024-03-07 at 5:00,f
1100,2026-02-19 05:08:20.520332,fare_spike,high,79,avg_fare,15.414520198126782,24.985714285714284,3.8254872639015667,Zone 79: avg fare $24.99 (z-score: 3.8) on 2024-02-20 at 2:00,f
1101,2026-02-19 05:08:20.520332,fare_spike,medium,151,avg_fare,15.136721729915267,25.68,3.263514585764463,Zone 151: avg fare $25.68 (z-score: 3.3) on 2024-03-07 at 4:00,f
1102,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,42.857894736842105,3.236030452028182,Zone 230: avg fare $42.86 (z-score: 3.2) on 2024-02-14 at 4:00,f
1103,2026-02-19 05:08:20.520332,fare_spike,medium,216,avg_fare,49.4479331232493,130.66,3.231666948938589,Zone 216: avg fare $130.66 (z-score: 3.2) on 2024-02-05 at 11:00,f
1104,2026-02-19 05:08:20.520332,fare_spike,high,43,avg_fare,14.615971338515715,26.981666666666666,3.8367783740472183,Zone 43: avg fare $26.98 (z-score: 3.8) on 2024-03-22 at 5:00,f
1105,2026-02-19 05:08:20.520332,fare_spike,high,262,avg_fare,15.239897195694354,29.62777777777778,3.537172781486086,Zone 262: avg fare $29.63 (z-score: 3.5) on 2024-03-01 at 5:00,f
1106,2026-02-19 05:08:20.520332,fare_spike,medium,166,avg_fare,17.113012667379248,28.89272727272727,3.1364540525742735,Zone 166: avg fare $28.89 (z-score: 3.1) on 2024-03-15 at 5:00,f
1107,2026-02-19 05:08:20.520332,fare_spike,high,68,avg_fare,17.08953210071127,29.51571428571429,3.7474011380979597,Zone 68: avg fare $29.52 (z-score: 3.7) on 2024-02-20 at 3:00,f
1108,2026-02-19 05:08:20.520332,fare_spike,high,261,avg_fare,23.351089258067177,43,3.747911682424816,Zone 261: avg fare $43.00 (z-score: 3.7) on 2024-02-14 at 5:00,f
1109,2026-02-19 05:08:20.520332,fare_spike,medium,164,avg_fare,16.693839481941453,31.899999999999995,3.3233060379688664,Zone 164: avg fare $31.90 (z-score: 3.3) on 2024-02-24 at 6:00,f
1110,2026-02-19 05:08:20.520332,fare_spike,medium,263,avg_fare,14.053932480473913,25.48,3.489949733138745,Zone 263: avg fare $25.48 (z-score: 3.5) on 2024-02-28 at 2:00,f
1111,2026-02-19 05:08:20.520332,fare_spike,high,113,avg_fare,14.75813963214902,24.426,3.5554666273945053,Zone 113: avg fare $24.43 (z-score: 3.6) on 2024-03-17 at 5:00,f
1112,2026-02-19 05:08:20.520332,fare_spike,medium,238,avg_fare,14.95278646220375,26.540000000000003,3.013293425467931,Zone 238: avg fare $26.54 (z-score: 3.0) on 2024-03-19 at 4:00,f
1113,2026-02-19 05:08:20.520332,fare_spike,critical,229,avg_fare,14.631319489581486,31.099999999999998,4.299623966550815,Zone 229: avg fare $31.10 (z-score: 4.3) on 2024-03-27 at 4:00,f
1114,2026-02-19 05:08:20.520332,fare_spike,medium,229,avg_fare,14.631319489581486,27.638461538461538,3.395889528266422,Zone 229: avg fare $27.64 (z-score: 3.4) on 2024-02-24 at 4:00,f
1115,2026-02-19 05:08:20.520332,fare_spike,critical,239,avg_fare,15.078897664068265,37.4,4.966776990340833,Zone 239: avg fare $37.40 (z-score: 5.0) on 2024-03-14 at 4:00,f
1116,2026-02-19 05:08:20.520332,fare_spike,critical,186,avg_fare,16.48856466337831,39.91111111111111,7.061252736162823,Zone 186: avg fare $39.91 (z-score: 7.1) on 2024-01-09 at 3:00,f
1117,2026-02-19 05:08:20.520332,fare_spike,high,132,avg_fare,61.41968063326861,43.29333333333333,3.532346210892176,Zone 132: avg fare $43.29 (z-score: 3.5) on 2024-03-12 at 3:00,f
1118,2026-02-19 05:08:20.520332,fare_spike,medium,163,avg_fare,18.084840600544503,40.08888888888889,3.101725718838448,Zone 163: avg fare $40.09 (z-score: 3.1) on 2024-03-04 at 5:00,f
1119,2026-02-19 05:08:20.520332,fare_spike,high,68,avg_fare,17.08953210071127,29.217692307692303,3.6575257537690824,Zone 68: avg fare $29.22 (z-score: 3.7) on 2024-03-01 at 5:00,f
1120,2026-02-19 05:08:20.520332,fare_spike,critical,238,avg_fare,14.95278646220375,33.333333333333336,4.779922356882159,Zone 238: avg fare $33.33 (z-score: 4.8) on 2024-03-20 at 4:00,f
1121,2026-02-19 05:08:20.520332,fare_spike,high,132,avg_fare,61.41968063326861,42.70666666666666,3.6466720451469428,Zone 132: avg fare $42.71 (z-score: 3.6) on 2024-03-20 at 3:00,f
1122,2026-02-19 05:08:20.520332,fare_spike,medium,170,avg_fare,16.145520046651317,30.201666666666668,3.004700427485869,Zone 170: avg fare $30.20 (z-score: 3.0) on 2024-03-03 at 4:00,f
1123,2026-02-19 05:08:20.520332,fare_spike,medium,125,avg_fare,16.360589011514172,28.703750000000003,3.4301584863288768,Zone 125: avg fare $28.70 (z-score: 3.4) on 2024-02-15 at 4:00,f
1124,2026-02-19 05:08:20.520332,fare_spike,critical,141,avg_fare,13.922797706869448,27.78888888888889,4.151754744136443,Zone 141: avg fare $27.79 (z-score: 4.2) on 2024-02-07 at 4:00,f
1125,2026-02-19 05:08:20.520332,fare_spike,medium,142,avg_fare,14.98700033191716,28.516666666666666,3.209934554290601,Zone 142: avg fare $28.52 (z-score: 3.2) on 2024-02-26 at 1:00,f
1126,2026-02-19 05:08:20.520332,fare_spike,medium,166,avg_fare,17.113012667379248,29.058604651162796,3.1806203836998423,Zone 166: avg fare $29.06 (z-score: 3.2) on 2024-03-12 at 7:00,f
1127,2026-02-19 05:08:20.520332,fare_spike,critical,75,avg_fare,15.791570152183887,42.71857142857143,7.500744422579175,Zone 75: avg fare $42.72 (z-score: 7.5) on 2024-01-14 at 4:00,f
1128,2026-02-19 05:08:20.520332,fare_spike,high,164,avg_fare,16.693839481941453,33.03529411764706,3.571424541753328,Zone 164: avg fare $33.04 (z-score: 3.6) on 2024-01-07 at 6:00,f
1129,2026-02-19 05:08:20.520332,fare_spike,critical,125,avg_fare,16.360589011514172,40.107142857142854,6.599155862151733,Zone 125: avg fare $40.11 (z-score: 6.6) on 2024-02-19 at 7:00,f
1130,2026-02-19 05:08:20.520332,fare_spike,critical,114,avg_fare,15.175686447547049,26.332222222222224,4.202840599799525,Zone 114: avg fare $26.33 (z-score: 4.2) on 2024-03-17 at 7:00,f
1131,2026-02-19 05:08:20.520332,fare_spike,medium,151,avg_fare,15.136721729915267,26.143333333333334,3.4069325106896344,Zone 151: avg fare $26.14 (z-score: 3.4) on 2024-01-30 at 5:00,f
1132,2026-02-19 05:08:20.520332,fare_spike,critical,234,avg_fare,14.614591536322465,36.21666666666667,7.230667286480838,Zone 234: avg fare $36.22 (z-score: 7.2) on 2024-03-11 at 1:00,f
1133,2026-02-19 05:08:20.520332,fare_spike,high,239,avg_fare,15.078897664068265,31.48428571428571,3.6504426465652524,Zone 239: avg fare $31.48 (z-score: 3.7) on 2024-03-31 at 5:00,f
1134,2026-02-19 05:08:20.520332,fare_spike,medium,141,avg_fare,13.922797706869448,24.287499999999998,3.103376528553848,Zone 141: avg fare $24.29 (z-score: 3.1) on 2024-01-15 at 3:00,f
1135,2026-02-19 05:08:20.520332,fare_spike,medium,142,avg_fare,14.98700033191716,28.22222222222222,3.140077148116909,Zone 142: avg fare $28.22 (z-score: 3.1) on 2024-02-03 at 5:00,f
1136,2026-02-19 05:08:20.520332,fare_spike,high,163,avg_fare,18.084840600544503,44.201249999999995,3.68141069572704,Zone 163: avg fare $44.20 (z-score: 3.7) on 2024-01-18 at 4:00,f
1137,2026-02-19 05:08:20.520332,fare_spike,critical,238,avg_fare,14.95278646220375,30.55,4.056107264766909,Zone 238: avg fare $30.55 (z-score: 4.1) on 2024-03-16 at 1:00,f
1138,2026-02-19 05:08:20.520332,fare_spike,critical,80,avg_fare,27.354618864123758,52.674,4.5510744259345355,Zone 80: avg fare $52.67 (z-score: 4.6) on 2024-01-13 at 3:00,f
1139,2026-02-19 05:08:20.520332,fare_spike,critical,50,avg_fare,15.622141042337894,31.694102564102568,4.057506448599007,Zone 50: avg fare $31.69 (z-score: 4.1) on 2024-03-17 at 14:00,f
1141,2026-02-19 05:08:20.520332,fare_spike,medium,140,avg_fare,15.236300847163974,24.82857142857143,3.030391148206171,Zone 140: avg fare $24.83 (z-score: 3.0) on 2024-01-26 at 0:00,f
1142,2026-02-19 05:08:20.520332,fare_spike,critical,234,avg_fare,14.614591536322465,30.624000000000002,5.358684540987342,Zone 234: avg fare $30.62 (z-score: 5.4) on 2024-02-02 at 4:00,f
1143,2026-02-19 05:08:20.520332,fare_spike,high,79,avg_fare,15.414520198126782,24.742222222222217,3.728166513823161,Zone 79: avg fare $24.74 (z-score: 3.7) on 2024-03-22 at 5:00,f
1144,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,45.26666666666666,5.306113005627923,Zone 162: avg fare $45.27 (z-score: 5.3) on 2024-02-12 at 4:00,f
1145,2026-02-19 05:08:20.520332,fare_spike,critical,45,avg_fare,20.78682684362898,45.25,4.249900670459873,Zone 45: avg fare $45.25 (z-score: 4.2) on 2024-03-25 at 14:00,f
1146,2026-02-19 05:08:20.520332,fare_spike,medium,163,avg_fare,18.084840600544503,40.428461538461534,3.149592420764907,Zone 163: avg fare $40.43 (z-score: 3.1) on 2024-03-21 at 4:00,f
1147,2026-02-19 05:08:20.520332,fare_spike,medium,4,avg_fare,17.71897344767742,30.832,3.1804787034806514,Zone 4: avg fare $30.83 (z-score: 3.2) on 2024-02-04 at 14:00,f
1148,2026-02-19 05:08:20.520332,fare_spike,medium,114,avg_fare,15.175686447547049,24.088,3.357407173059808,Zone 114: avg fare $24.09 (z-score: 3.4) on 2024-01-16 at 3:00,f
1149,2026-02-19 05:08:20.520332,fare_spike,critical,234,avg_fare,14.614591536322465,29.190000000000005,4.878694686945561,Zone 234: avg fare $29.19 (z-score: 4.9) on 2024-01-07 at 5:00,f
1150,2026-02-19 05:08:20.520332,fare_spike,medium,68,avg_fare,17.08953210071127,28.481875,3.4356231150321266,Zone 68: avg fare $28.48 (z-score: 3.4) on 2024-03-31 at 5:00,f
1151,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,40.077777777777776,4.351121894233805,Zone 162: avg fare $40.08 (z-score: 4.4) on 2024-01-16 at 4:00,f
1152,2026-02-19 05:08:20.520332,fare_spike,high,264,avg_fare,20.458451556017835,43.64,3.6056039580729085,Zone 264: avg fare $43.64 (z-score: 3.6) on 2024-03-05 at 1:00,f
1153,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,41.92222222222222,3.098128248348612,Zone 230: avg fare $41.92 (z-score: 3.1) on 2024-02-25 at 5:00,f
1154,2026-02-19 05:08:20.520332,fare_spike,medium,74,avg_fare,16.989166147303916,30.36625,3.044659265885593,Zone 74: avg fare $30.37 (z-score: 3.0) on 2024-01-15 at 19:00,f
1155,2026-02-19 05:08:20.520332,fare_spike,critical,142,avg_fare,14.98700033191716,33.925000000000004,4.4930701186319055,Zone 142: avg fare $33.93 (z-score: 4.5) on 2024-01-11 at 5:00,f
1156,2026-02-19 05:08:20.520332,fare_spike,medium,263,avg_fare,14.053932480473913,25.39692307692308,3.4645749237367514,Zone 263: avg fare $25.40 (z-score: 3.5) on 2024-03-08 at 5:00,f
1157,2026-02-19 05:08:20.520332,fare_spike,critical,137,avg_fare,14.35485738311682,27.516666666666666,4.833971234042473,Zone 137: avg fare $27.52 (z-score: 4.8) on 2024-02-09 at 3:00,f
1140,2026-02-19 05:08:20.520332,fare_spike,critical,239,avg_fare,15.078897664068265,52.16555555555556,8.252332536801317,Zone 239: avg fare $52.17 (z-score: 8.3) on 2024-03-09 at 5:00,t
1159,2026-02-19 05:08:20.520332,fare_spike,medium,231,avg_fare,18.504092463100008,30.71454545454545,3.3409840599585627,Zone 231: avg fare $30.71 (z-score: 3.3) on 2024-03-10 at 7:00,f
1160,2026-02-19 05:08:20.520332,fare_spike,critical,231,avg_fare,18.504092463100008,37.727,5.259708850427962,Zone 231: avg fare $37.73 (z-score: 5.3) on 2024-03-01 at 5:00,f
1161,2026-02-19 05:08:20.520332,fare_spike,critical,211,avg_fare,16.46329130235932,38.12,6.881470131196398,Zone 211: avg fare $38.12 (z-score: 6.9) on 2024-02-08 at 6:00,f
1162,2026-02-19 05:08:20.520332,fare_spike,critical,163,avg_fare,18.084840600544503,61.74285714285715,6.1541035980408845,Zone 163: avg fare $61.74 (z-score: 6.2) on 2024-01-31 at 5:00,f
1163,2026-02-19 05:08:20.520332,fare_spike,critical,148,avg_fare,18.558048169111604,40.752,5.376770987104577,Zone 148: avg fare $40.75 (z-score: 5.4) on 2024-01-19 at 5:00,f
1164,2026-02-19 05:08:20.520332,fare_spike,critical,249,avg_fare,15.059448522260292,28.849999999999994,4.418586448737083,Zone 249: avg fare $28.85 (z-score: 4.4) on 2024-02-21 at 4:00,f
1165,2026-02-19 05:08:20.520332,fare_spike,medium,238,avg_fare,14.95278646220375,27.860000000000003,3.356563816459116,Zone 238: avg fare $27.86 (z-score: 3.4) on 2024-03-03 at 4:00,f
1166,2026-02-19 05:08:20.520332,fare_spike,medium,144,avg_fare,16.54930208089934,26.348000000000003,3.3630818386050247,Zone 144: avg fare $26.35 (z-score: 3.4) on 2024-01-15 at 9:00,f
1167,2026-02-19 05:08:20.520332,fare_spike,critical,211,avg_fare,16.46329130235932,29.326000000000004,4.087155945295483,Zone 211: avg fare $29.33 (z-score: 4.1) on 2024-03-18 at 6:00,f
1168,2026-02-19 05:08:20.520332,fare_spike,critical,50,avg_fare,15.622141042337894,41.16714285714285,6.449057848519783,Zone 50: avg fare $41.17 (z-score: 6.4) on 2024-03-30 at 6:00,f
1169,2026-02-19 05:08:20.520332,fare_spike,high,249,avg_fare,15.059448522260292,26.12166666666667,3.54440990012235,Zone 249: avg fare $26.12 (z-score: 3.5) on 2024-03-31 at 6:00,f
1170,2026-02-19 05:08:20.520332,fare_spike,high,162,avg_fare,16.436208990575345,37.22222222222222,3.8255700406400397,Zone 162: avg fare $37.22 (z-score: 3.8) on 2024-01-19 at 3:00,f
1171,2026-02-19 05:08:20.520332,fare_spike,high,141,avg_fare,13.922797706869448,26.492,3.763443104873292,Zone 141: avg fare $26.49 (z-score: 3.8) on 2024-01-30 at 4:00,f
1172,2026-02-19 05:08:20.520332,fare_spike,critical,164,avg_fare,16.693839481941453,36.01200000000001,4.221983545147567,Zone 164: avg fare $36.01 (z-score: 4.2) on 2024-02-11 at 5:00,f
1173,2026-02-19 05:08:20.520332,fare_spike,medium,37,avg_fare,28.08317150467493,49.452,3.171707286519991,Zone 37: avg fare $49.45 (z-score: 3.2) on 2024-03-08 at 14:00,f
1174,2026-02-19 05:08:20.520332,fare_spike,critical,142,avg_fare,14.98700033191716,32.83833333333333,4.235256747922958,Zone 142: avg fare $32.84 (z-score: 4.2) on 2024-02-19 at 5:00,f
1175,2026-02-19 05:08:20.520332,fare_spike,high,142,avg_fare,14.98700033191716,29.96,3.5523676509684345,Zone 142: avg fare $29.96 (z-score: 3.6) on 2024-02-11 at 4:00,f
1176,2026-02-19 05:08:20.520332,fare_spike,high,236,avg_fare,13.91963364960578,28.0625,3.96352011632084,Zone 236: avg fare $28.06 (z-score: 4.0) on 2024-03-15 at 5:00,f
1177,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,43.059999999999995,4.899986164679589,Zone 162: avg fare $43.06 (z-score: 4.9) on 2024-01-19 at 4:00,f
1178,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,40.114285714285714,4.357841011872859,Zone 162: avg fare $40.11 (z-score: 4.4) on 2024-01-26 at 4:00,f
1179,2026-02-19 05:08:20.520332,fare_spike,critical,90,avg_fare,15.21112789589782,33.224444444444444,4.694244823429978,Zone 90: avg fare $33.22 (z-score: 4.7) on 2024-02-09 at 6:00,f
1180,2026-02-19 05:08:20.520332,fare_spike,critical,237,avg_fare,13.464801409319813,29.296875,4.329470297806385,Zone 237: avg fare $29.30 (z-score: 4.3) on 2024-03-11 at 5:00,f
1181,2026-02-19 05:08:20.520332,fare_spike,critical,263,avg_fare,14.053932480473913,30.025789473684206,4.878404399057533,Zone 263: avg fare $30.03 (z-score: 4.9) on 2024-02-17 at 5:00,f
1182,2026-02-19 05:08:20.520332,fare_spike,high,79,avg_fare,15.414520198126782,24.439999999999998,3.607372049579824,Zone 79: avg fare $24.44 (z-score: 3.6) on 2024-02-05 at 5:00,f
1183,2026-02-19 05:08:20.520332,fare_spike,critical,164,avg_fare,16.693839481941453,39.751249999999985,5.039196548240446,Zone 164: avg fare $39.75 (z-score: 5.0) on 2024-03-17 at 5:00,f
1184,2026-02-19 05:08:20.520332,fare_spike,high,233,avg_fare,17.129718306689924,36.955,3.6269618233317638,Zone 233: avg fare $36.95 (z-score: 3.6) on 2024-02-15 at 4:00,f
1185,2026-02-19 05:08:20.520332,fare_spike,critical,164,avg_fare,16.693839481941453,40.66647058823529,5.239217987139748,Zone 164: avg fare $40.67 (z-score: 5.2) on 2024-03-01 at 5:00,f
1186,2026-02-19 05:08:20.520332,fare_spike,high,163,avg_fare,18.084840600544503,44.92142857142858,3.7829282150436843,Zone 163: avg fare $44.92 (z-score: 3.8) on 2024-03-07 at 3:00,f
1187,2026-02-19 05:08:20.520332,fare_spike,medium,132,avg_fare,61.41968063326861,44.44761904761905,3.3074064201181854,Zone 132: avg fare $44.45 (z-score: 3.3) on 2024-03-08 at 2:00,f
1188,2026-02-19 05:08:20.520332,fare_spike,medium,161,avg_fare,18.41487579279896,43.17999999999999,3.145922354047667,Zone 161: avg fare $43.18 (z-score: 3.1) on 2024-02-16 at 4:00,f
1189,2026-02-19 05:08:20.520332,fare_spike,medium,224,avg_fare,16.36736285127264,30.764999999999997,3.3468583627561124,Zone 224: avg fare $30.76 (z-score: 3.3) on 2024-03-02 at 22:00,f
1190,2026-02-19 05:08:20.520332,fare_spike,critical,163,avg_fare,18.084840600544503,52.55833333333333,4.859438482695985,Zone 163: avg fare $52.56 (z-score: 4.9) on 2024-02-26 at 5:00,f
1191,2026-02-19 05:08:20.520332,fare_spike,critical,100,avg_fare,16.705452946256433,36.05,4.750582254823289,Zone 100: avg fare $36.05 (z-score: 4.8) on 2024-01-07 at 5:00,f
1192,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,43.17800000000001,3.28320851968451,Zone 230: avg fare $43.18 (z-score: 3.3) on 2024-03-28 at 4:00,f
1193,2026-02-19 05:08:20.520332,fare_spike,critical,161,avg_fare,18.41487579279896,56.78260869565215,4.873866474617525,Zone 161: avg fare $56.78 (z-score: 4.9) on 2024-01-26 at 5:00,f
1194,2026-02-19 05:08:20.520332,fare_spike,critical,158,avg_fare,17.04033997259867,33.99866666666667,4.989817044824494,Zone 158: avg fare $34.00 (z-score: 5.0) on 2024-02-23 at 7:00,f
1195,2026-02-19 05:08:20.520332,fare_spike,medium,74,avg_fare,16.989166147303916,30.729999999999997,3.1274497170901476,Zone 74: avg fare $30.73 (z-score: 3.1) on 2024-01-25 at 14:00,f
1196,2026-02-19 05:08:20.520332,fare_spike,critical,140,avg_fare,15.236300847163974,34.00266666666667,5.928672297219068,Zone 140: avg fare $34.00 (z-score: 5.9) on 2024-03-11 at 5:00,f
1197,2026-02-19 05:08:20.520332,fare_spike,critical,237,avg_fare,13.464801409319813,28.84142857142857,4.204923012610416,Zone 237: avg fare $28.84 (z-score: 4.2) on 2024-02-05 at 5:00,f
1198,2026-02-19 05:08:20.520332,fare_spike,critical,249,avg_fare,15.059448522260292,33.654545454545456,5.957995476147165,Zone 249: avg fare $33.65 (z-score: 6.0) on 2024-02-29 at 4:00,f
1199,2026-02-19 05:08:20.520332,fare_spike,medium,211,avg_fare,16.46329130235932,26.687499999999996,3.2487663638195228,Zone 211: avg fare $26.69 (z-score: 3.2) on 2024-02-25 at 8:00,f
1200,2026-02-19 05:08:20.520332,fare_spike,critical,142,avg_fare,14.98700033191716,33.04571428571428,4.284458204077097,Zone 142: avg fare $33.05 (z-score: 4.3) on 2024-02-25 at 4:00,f
1202,2026-02-19 05:08:20.520332,fare_spike,critical,116,avg_fare,21.449076531475956,44.440000000000005,4.138492044852496,Zone 116: avg fare $44.44 (z-score: 4.1) on 2024-01-18 at 19:00,f
1203,2026-02-19 05:08:20.520332,fare_spike,high,236,avg_fare,13.91963364960578,26.90181818181817,3.638240528644945,Zone 236: avg fare $26.90 (z-score: 3.6) on 2024-03-25 at 5:00,f
1204,2026-02-19 05:08:20.520332,fare_spike,medium,209,avg_fare,21.969016376365104,40.2175,3.3431404397486477,Zone 209: avg fare $40.22 (z-score: 3.3) on 2024-01-18 at 14:00,f
1205,2026-02-19 05:08:20.520332,fare_spike,critical,100,avg_fare,16.705452946256433,34.11666666666666,4.275799412895009,Zone 100: avg fare $34.12 (z-score: 4.3) on 2024-03-14 at 4:00,f
1206,2026-02-19 05:08:20.520332,fare_spike,critical,158,avg_fare,17.04033997259867,30.945000000000004,4.091306345188326,Zone 158: avg fare $30.95 (z-score: 4.1) on 2024-02-16 at 6:00,f
